hero_product_id,hero_product_name,combo_product_ids,other_product_count,orders_with_combo,total_orders_with_hero,pct_of_hero_orders,avg_basket_hero_alone,avg_basket_with_combo,pct_basket_value_uplift,freq_uplift_score
34,"EcoWare Fashion Item 34","15,50,213",3,1,132,0.76,5987.44,13427.78,124.27,124.27
34,"EcoWare Fashion Item 34",72,1,1,132,0.76,5987.44,13385.09,123.55,123.55
34,"EcoWare Fashion Item 34","78,118,191",3,1,132,0.76,5987.44,13250.73,121.31,121.31
34,"EcoWare Fashion Item 34","20,66,109",3,1,132,0.76,5987.44,13081.88,118.49,118.49
34,"EcoWare Fashion Item 34","28,244",2,1,132,0.76,5987.44,13034.69,117.7,117.7
34,"EcoWare Fashion Item 34",117,1,1,132,0.76,5987.44,13013,117.34,117.34
34,"EcoWare Fashion Item 34","145,210,268",3,1,132,0.76,5987.44,12932.99,116,116
34,"EcoWare Fashion Item 34","124,297",2,1,132,0.76,5987.44,12796.1,113.72,113.72
34,"EcoWare Fashion Item 34",155,1,1,132,0.76,5987.44,12680.86,111.79,111.79
34,"EcoWare Fashion Item 34","126,130,222",3,1,132,0.76,5987.44,12492.79,108.65,108.65
34,"EcoWare Fashion Item 34","6,140",2,1,132,0.76,5987.44,12353.46,106.32,106.32
34,"EcoWare Fashion Item 34","235,269,297",3,1,132,0.76,5987.44,12088.61,101.9,101.9
34,"EcoWare Fashion Item 34","11,19,180",3,1,132,0.76,5987.44,11876.2,98.35,98.35
34,"EcoWare Fashion Item 34","15,19,146",3,1,132,0.76,5987.44,11819.72,97.41,97.41
34,"EcoWare Fashion Item 34","148,248,254",3,1,132,0.76,5987.44,11783.29,96.8,96.8
34,"EcoWare Fashion Item 34","30,277",2,1,132,0.76,5987.44,11755.82,96.34,96.34
34,"EcoWare Fashion Item 34","84,174,181",3,1,132,0.76,5987.44,11754.15,96.31,96.31
34,"EcoWare Fashion Item 34",226,1,1,132,0.76,5987.44,11599.03,93.72,93.72
34,"EcoWare Fashion Item 34","11,31,201",3,1,132,0.76,5987.44,11241.76,87.76,87.76
34,"EcoWare Fashion Item 34",147,1,1,132,0.76,5987.44,11109.47,85.55,85.55
34,"EcoWare Fashion Item 34","38,219,268",3,1,132,0.76,5987.44,11107.44,85.51,85.51
34,"EcoWare Fashion Item 34","37,76,264",3,1,132,0.76,5987.44,11013.15,83.94,83.94
34,"EcoWare Fashion Item 34","142,188,226",3,1,132,0.76,5987.44,10832.47,80.92,80.92
34,"EcoWare Fashion Item 34","113,148,181",3,1,132,0.76,5987.44,10803.52,80.44,80.44
34,"EcoWare Fashion Item 34","137,161",2,1,132,0.76,5987.44,10765.8,79.81,79.81
34,"EcoWare Fashion Item 34","106,229,278",3,1,132,0.76,5987.44,10743.53,79.43,79.43
34,"EcoWare Fashion Item 34",289,1,1,132,0.76,5987.44,10714.8,78.95,78.95
34,"EcoWare Fashion Item 34","30,162",2,1,132,0.76,5987.44,10705.3,78.8,78.8
34,"EcoWare Fashion Item 34","184,248,261",3,1,132,0.76,5987.44,10618.94,77.35,77.35
34,"EcoWare Fashion Item 34","35,192,293",3,1,132,0.76,5987.44,10507.69,75.5,75.5
34,"EcoWare Fashion Item 34","127,163,274",3,1,132,0.76,5987.44,10377.9,73.33,73.33
34,"EcoWare Fashion Item 34",108,1,1,132,0.76,5987.44,9955.6,66.27,66.27
34,"EcoWare Fashion Item 34","23,70,255",3,1,132,0.76,5987.44,9720.69,62.35,62.35
34,"EcoWare Fashion Item 34","4,16,142",3,1,132,0.76,5987.44,9626.24,60.77,60.77
34,"EcoWare Fashion Item 34",7,1,1,132,0.76,5987.44,9313.08,55.54,55.54
34,"EcoWare Fashion Item 34","118,280",2,1,132,0.76,5987.44,9309.07,55.48,55.48
34,"EcoWare Fashion Item 34","2,23,201",3,1,132,0.76,5987.44,9190.83,53.5,53.5
34,"EcoWare Fashion Item 34","62,79,243",3,1,132,0.76,5987.44,9131.22,52.51,52.51
34,"EcoWare Fashion Item 34","262,271",2,1,132,0.76,5987.44,9020.24,50.65,50.65
34,"EcoWare Fashion Item 34",53,1,1,132,0.76,5987.44,8944.34,49.39,49.39
34,"EcoWare Fashion Item 34","19,116",2,1,132,0.76,5987.44,8561.92,43,43
34,"EcoWare Fashion Item 34","174,238,276",3,1,132,0.76,5987.44,8518.72,42.28,42.28
34,"EcoWare Fashion Item 34",296,1,1,132,0.76,5987.44,8448.16,41.1,41.1
34,"EcoWare Fashion Item 34","209,217,280",3,1,132,0.76,5987.44,8377.78,39.92,39.92
34,"EcoWare Fashion Item 34",269,1,1,132,0.76,5987.44,8373.62,39.85,39.85
34,"EcoWare Fashion Item 34","55,154",2,1,132,0.76,5987.44,8260.04,37.96,37.96
34,"EcoWare Fashion Item 34","120,256,290",3,1,132,0.76,5987.44,8239.66,37.62,37.62
34,"EcoWare Fashion Item 34","80,163,273",3,1,132,0.76,5987.44,7946.33,32.72,32.72
34,"EcoWare Fashion Item 34",80,1,1,132,0.76,5987.44,7866.78,31.39,31.39
34,"EcoWare Fashion Item 34",16,1,1,132,0.76,5987.44,7738.84,29.25,29.25
34,"EcoWare Fashion Item 34","56,66",2,1,132,0.76,5987.44,7582,26.63,26.63
34,"EcoWare Fashion Item 34",285,1,1,132,0.76,5987.44,7575.56,26.52,26.52
34,"EcoWare Fashion Item 34","201,291",2,1,132,0.76,5987.44,7445.58,24.35,24.35
34,"EcoWare Fashion Item 34","5,274",2,1,132,0.76,5987.44,7396.1,23.53,23.53
34,"EcoWare Fashion Item 34","258,294",2,1,132,0.76,5987.44,7302.92,21.97,21.97
34,"EcoWare Fashion Item 34",258,1,1,132,0.76,5987.44,7279.43,21.58,21.58
34,"EcoWare Fashion Item 34",75,1,1,132,0.76,5987.44,7249.01,21.07,21.07
34,"EcoWare Fashion Item 34",238,1,1,132,0.76,5987.44,7069.74,18.08,18.08
34,"EcoWare Fashion Item 34",286,1,1,132,0.76,5987.44,7024.9,17.33,17.33
34,"EcoWare Fashion Item 34","88,265",2,1,132,0.76,5987.44,6628.6,10.71,10.71
34,"EcoWare Fashion Item 34",262,1,1,132,0.76,5987.44,6609.46,10.39,10.39
34,"EcoWare Fashion Item 34","61,140,176",3,1,132,0.76,5987.44,6418.52,7.2,7.2
34,"EcoWare Fashion Item 34",134,1,1,132,0.76,5987.44,6079.33,1.53,1.53
34,"EcoWare Fashion Item 34",hero_alone,0,19,132,14.39,5987.44,5987.44,0,0
34,"EcoWare Fashion Item 34","163,213,236",3,1,132,0.76,5987.44,5535.1,-7.55,-7.55
34,"EcoWare Fashion Item 34",26,1,1,132,0.76,5987.44,5314.42,-11.24,-11.24
34,"EcoWare Fashion Item 34","89,292",2,1,132,0.76,5987.44,5008.22,-16.35,-16.35
34,"EcoWare Fashion Item 34","42,129,140",3,1,132,0.76,5987.44,4773.92,-20.27,-20.27
34,"EcoWare Fashion Item 34","170,183,274",3,1,132,0.76,5987.44,4551.94,-23.98,-23.98
34,"EcoWare Fashion Item 34",56,1,1,132,0.76,5987.44,3584.24,-40.14,-40.14
48,"Luxe Sports Item 48","90,112,286",3,1,140,0.71,5947.11,27259.05,358.36,358.36
48,"Luxe Sports Item 48","90,96,203",3,1,140,0.71,5947.11,25223.44,324.13,324.13
48,"Luxe Sports Item 48","36,115,148",3,1,140,0.71,5947.11,22784.15,283.11,283.11
48,"Luxe Sports Item 48","117,233,251",3,1,140,0.71,5947.11,21920.6,268.59,268.59
48,"Luxe Sports Item 48","114,123,176",3,1,140,0.71,5947.11,21791.47,266.42,266.42
48,"Luxe Sports Item 48","52,297",2,1,140,0.71,5947.11,21698.71,264.86,264.86
48,"Luxe Sports Item 48","149,160,278",3,1,140,0.71,5947.11,21231.96,257.01,257.01
48,"Luxe Sports Item 48","46,105,220",3,1,140,0.71,5947.11,20636.28,247,247
48,"Luxe Sports Item 48","16,77",2,1,140,0.71,5947.11,19815.35,233.19,233.19
48,"Luxe Sports Item 48","84,217,296",3,1,140,0.71,5947.11,19805.07,233.02,233.02
48,"Luxe Sports Item 48","15,101,161",3,1,140,0.71,5947.11,19761.42,232.29,232.29
48,"Luxe Sports Item 48","117,166,239",3,1,140,0.71,5947.11,19272.48,224.06,224.06
48,"Luxe Sports Item 48","101,116,152",3,1,140,0.71,5947.11,17710.66,197.8,197.8
48,"Luxe Sports Item 48","60,134,178",3,1,140,0.71,5947.11,17375.79,192.17,192.17
48,"Luxe Sports Item 48","26,111,122",3,1,140,0.71,5947.11,17069.51,187.02,187.02
48,"Luxe Sports Item 48","24,82,266",3,1,140,0.71,5947.11,16782.04,182.19,182.19
48,"Luxe Sports Item 48","108,272",2,1,140,0.71,5947.11,16425.52,176.19,176.19
48,"Luxe Sports Item 48","62,206,271",3,1,140,0.71,5947.11,16306.01,174.18,174.18
48,"Luxe Sports Item 48","129,185,226",3,1,140,0.71,5947.11,16301.9,174.11,174.11
48,"Luxe Sports Item 48","77,198,277",3,1,140,0.71,5947.11,16242.92,173.12,173.12
48,"Luxe Sports Item 48","183,217,223",3,1,140,0.71,5947.11,16124.81,171.14,171.14
48,"Luxe Sports Item 48","11,70,157",3,1,140,0.71,5947.11,16088.01,170.52,170.52
48,"Luxe Sports Item 48","46,132",2,1,140,0.71,5947.11,15698.21,163.96,163.96
48,"Luxe Sports Item 48","39,47,262",3,1,140,0.71,5947.11,15603.53,162.37,162.37
48,"Luxe Sports Item 48","167,200,216",3,1,140,0.71,5947.11,15393.55,158.84,158.84
48,"Luxe Sports Item 48","81,147,212",3,1,140,0.71,5947.11,15369.68,158.44,158.44
48,"Luxe Sports Item 48","29,43,243",3,1,140,0.71,5947.11,15290.99,157.12,157.12
48,"Luxe Sports Item 48",68,1,1,140,0.71,5947.11,15174.5,155.16,155.16
48,"Luxe Sports Item 48","49,68,285",3,1,140,0.71,5947.11,14981.08,151.91,151.91
48,"Luxe Sports Item 48","66,203,298",3,1,140,0.71,5947.11,14775.02,148.44,148.44
48,"Luxe Sports Item 48","2,58,281",3,1,140,0.71,5947.11,14761.24,148.21,148.21
48,"Luxe Sports Item 48","46,167,237",3,1,140,0.71,5947.11,14594.12,145.4,145.4
48,"Luxe Sports Item 48","219,257",2,1,140,0.71,5947.11,14546.24,144.59,144.59
48,"Luxe Sports Item 48","53,91",2,1,140,0.71,5947.11,14519.71,144.15,144.15
48,"Luxe Sports Item 48","56,79,149",3,1,140,0.71,5947.11,14471.78,143.34,143.34
48,"Luxe Sports Item 48","80,101,139",3,1,140,0.71,5947.11,14390.3,141.97,141.97
48,"Luxe Sports Item 48","72,215",2,1,140,0.71,5947.11,14204.64,138.85,138.85
48,"Luxe Sports Item 48","131,199",2,1,140,0.71,5947.11,14154.39,138,138
48,"Luxe Sports Item 48",101,1,1,140,0.71,5947.11,14101.83,137.12,137.12
48,"Luxe Sports Item 48","18,244",2,1,140,0.71,5947.11,14094.94,137,137
48,"Luxe Sports Item 48","10,61,166",3,1,140,0.71,5947.11,14087.1,136.87,136.87
48,"Luxe Sports Item 48","80,271",2,1,140,0.71,5947.11,14013.45,135.63,135.63
48,"Luxe Sports Item 48",61,1,1,140,0.71,5947.11,13895.9,133.66,133.66
48,"Luxe Sports Item 48","42,55,264",3,1,140,0.71,5947.11,13881.66,133.42,133.42
48,"Luxe Sports Item 48","59,84",2,1,140,0.71,5947.11,13747.56,131.16,131.16
48,"Luxe Sports Item 48","159,204",2,1,140,0.71,5947.11,13714.94,130.62,130.62
48,"Luxe Sports Item 48",156,1,1,140,0.71,5947.11,13599.6,128.68,128.68
48,"Luxe Sports Item 48","193,256",2,1,140,0.71,5947.11,13489.14,126.82,126.82
48,"Luxe Sports Item 48","94,186,294",3,1,140,0.71,5947.11,13458.16,126.3,126.3
48,"Luxe Sports Item 48","29,81,237",3,1,140,0.71,5947.11,13446.14,126.1,126.1
48,"Luxe Sports Item 48","16,282",2,1,140,0.71,5947.11,13435.21,125.91,125.91
48,"Luxe Sports Item 48","13,51,151",3,1,140,0.71,5947.11,13123.35,120.67,120.67
48,"Luxe Sports Item 48","83,97",2,1,140,0.71,5947.11,12946.3,117.69,117.69
48,"Luxe Sports Item 48","35,144,296",3,1,140,0.71,5947.11,12866.99,116.36,116.36
48,"Luxe Sports Item 48","206,243,269",3,1,140,0.71,5947.11,12589.08,111.68,111.68
48,"Luxe Sports Item 48","135,136,153",3,1,140,0.71,5947.11,12458.22,109.48,109.48
48,"Luxe Sports Item 48",55,1,1,140,0.71,5947.11,12447.83,109.31,109.31
48,"Luxe Sports Item 48","112,252",2,1,140,0.71,5947.11,11931.35,100.62,100.62
48,"Luxe Sports Item 48",161,1,1,140,0.71,5947.11,11913.21,100.32,100.32
48,"Luxe Sports Item 48","91,248",2,1,140,0.71,5947.11,11900.51,100.11,100.11
48,"Luxe Sports Item 48","170,185,292",3,1,140,0.71,5947.11,11713.76,96.97,96.97
48,"Luxe Sports Item 48","59,200,289",3,1,140,0.71,5947.11,11656.25,96,96
48,"Luxe Sports Item 48","40,124,159",3,1,140,0.71,5947.11,11593.57,94.94,94.94
48,"Luxe Sports Item 48","101,200",2,1,140,0.71,5947.11,11521.26,93.73,93.73
48,"Luxe Sports Item 48","89,118,128",3,1,140,0.71,5947.11,11506.46,93.48,93.48
48,"Luxe Sports Item 48","212,290",2,1,140,0.71,5947.11,11390.15,91.52,91.52
48,"Luxe Sports Item 48","85,285",2,1,140,0.71,5947.11,11348.75,90.83,90.83
48,"Luxe Sports Item 48",41,1,1,140,0.71,5947.11,11280.15,89.67,89.67
48,"Luxe Sports Item 48",39,1,1,140,0.71,5947.11,11093.95,86.54,86.54
48,"Luxe Sports Item 48","12,22,149",3,1,140,0.71,5947.11,11058.23,85.94,85.94
48,"Luxe Sports Item 48","32,105,147",3,1,140,0.71,5947.11,10935.66,83.88,83.88
48,"Luxe Sports Item 48","37,183",2,1,140,0.71,5947.11,10911.42,83.47,83.47
48,"Luxe Sports Item 48",82,1,1,140,0.71,5947.11,10828.1,82.07,82.07
48,"Luxe Sports Item 48",292,1,1,140,0.71,5947.11,10636.67,78.85,78.85
48,"Luxe Sports Item 48","197,229",2,1,140,0.71,5947.11,10420.22,75.21,75.21
48,"Luxe Sports Item 48","26,99",2,1,140,0.71,5947.11,10300.1,73.2,73.2
48,"Luxe Sports Item 48","14,121,251",3,1,140,0.71,5947.11,10063.94,69.22,69.22
48,"Luxe Sports Item 48","78,118,263",3,1,140,0.71,5947.11,9970.75,67.66,67.66
48,"Luxe Sports Item 48","73,162,178",3,1,140,0.71,5947.11,9952.73,67.35,67.35
48,"Luxe Sports Item 48","37,76,140",3,1,140,0.71,5947.11,9911.75,66.66,66.66
48,"Luxe Sports Item 48","183,251,281",3,1,140,0.71,5947.11,9637.1,62.05,62.05
48,"Luxe Sports Item 48","31,158,198",3,1,140,0.71,5947.11,9598.26,61.39,61.39
48,"Luxe Sports Item 48",134,1,1,140,0.71,5947.11,9587.18,61.21,61.21
48,"Luxe Sports Item 48","81,241,275",3,1,140,0.71,5947.11,9546.48,60.52,60.52
48,"Luxe Sports Item 48","159,237",2,1,140,0.71,5947.11,9508.1,59.88,59.88
48,"Luxe Sports Item 48","117,214,221",3,1,140,0.71,5947.11,9453.46,58.96,58.96
48,"Luxe Sports Item 48","5,254",2,1,140,0.71,5947.11,9304.59,56.46,56.46
48,"Luxe Sports Item 48","218,288",2,1,140,0.71,5947.11,9293.78,56.27,56.27
48,"Luxe Sports Item 48","98,134,174",3,1,140,0.71,5947.11,9248.89,55.52,55.52
48,"Luxe Sports Item 48","85,161,257",3,1,140,0.71,5947.11,9206.23,54.8,54.8
48,"Luxe Sports Item 48",69,1,1,140,0.71,5947.11,9075.31,52.6,52.6
48,"Luxe Sports Item 48","98,245",2,1,140,0.71,5947.11,9040.05,52.01,52.01
48,"Luxe Sports Item 48","15,92,287",3,1,140,0.71,5947.11,8911.58,49.85,49.85
48,"Luxe Sports Item 48","79,202",2,1,140,0.71,5947.11,8588.89,44.42,44.42
48,"Luxe Sports Item 48",43,1,1,140,0.71,5947.11,8540.85,43.61,43.61
48,"Luxe Sports Item 48","65,130,196",3,1,140,0.71,5947.11,8468.07,42.39,42.39
48,"Luxe Sports Item 48","60,213,297",3,1,140,0.71,5947.11,8291.78,39.43,39.43
48,"Luxe Sports Item 48",2,1,1,140,0.71,5947.11,8143.65,36.93,36.93
48,"Luxe Sports Item 48","31,250",2,1,140,0.71,5947.11,7961.08,33.86,33.86
48,"Luxe Sports Item 48",240,1,1,140,0.71,5947.11,7902.37,32.88,32.88
48,"Luxe Sports Item 48","26,113,158",3,1,140,0.71,5947.11,7803.17,31.21,31.21
48,"Luxe Sports Item 48","162,211,293",3,1,140,0.71,5947.11,7785.83,30.92,30.92
48,"Luxe Sports Item 48",125,1,1,140,0.71,5947.11,7718.25,29.78,29.78
48,"Luxe Sports Item 48",168,1,1,140,0.71,5947.11,7701,29.49,29.49
48,"Luxe Sports Item 48",223,1,1,140,0.71,5947.11,7682.75,29.18,29.18
48,"Luxe Sports Item 48","58,254,269",3,1,140,0.71,5947.11,7635.78,28.39,28.39
48,"Luxe Sports Item 48","7,33,162",3,1,140,0.71,5947.11,7367.98,23.89,23.89
48,"Luxe Sports Item 48",140,1,1,140,0.71,5947.11,7329.85,23.25,23.25
48,"Luxe Sports Item 48",105,1,1,140,0.71,5947.11,7303.03,22.8,22.8
48,"Luxe Sports Item 48",171,1,1,140,0.71,5947.11,7171.28,20.58,20.58
48,"Luxe Sports Item 48",271,1,1,140,0.71,5947.11,7076.52,18.99,18.99
48,"Luxe Sports Item 48","148,282",2,1,140,0.71,5947.11,6951.28,16.89,16.89
48,"Luxe Sports Item 48","115,214",2,1,140,0.71,5947.11,6779.08,13.99,13.99
48,"Luxe Sports Item 48",170,1,1,140,0.71,5947.11,6555.73,10.23,10.23
48,"Luxe Sports Item 48","114,115,154",3,1,140,0.71,5947.11,6503.01,9.35,9.35
48,"Luxe Sports Item 48",47,1,1,140,0.71,5947.11,6268.2,5.4,5.4
48,"Luxe Sports Item 48","26,162",2,1,140,0.71,5947.11,6238.27,4.9,4.9
48,"Luxe Sports Item 48",hero_alone,0,5,140,3.57,5947.11,5947.11,0,0
48,"Luxe Sports Item 48","98,247",2,1,140,0.71,5947.11,5907.22,-0.67,-0.67
48,"Luxe Sports Item 48",94,1,1,140,0.71,5947.11,5894.85,-0.88,-0.88
48,"Luxe Sports Item 48","126,140",2,1,140,0.71,5947.11,5723.99,-3.75,-3.75
48,"Luxe Sports Item 48","42,211,291",3,1,140,0.71,5947.11,5363.69,-9.81,-9.81
48,"Luxe Sports Item 48",166,1,1,140,0.71,5947.11,5033.81,-15.36,-15.36
48,"Luxe Sports Item 48",194,1,1,140,0.71,5947.11,4891.14,-17.76,-17.76
48,"Luxe Sports Item 48","23,212",2,1,140,0.71,5947.11,4884.88,-17.86,-17.86
48,"Luxe Sports Item 48","5,294",2,1,140,0.71,5947.11,4575.42,-23.06,-23.06
48,"Luxe Sports Item 48","258,294",2,1,140,0.71,5947.11,4467.36,-24.88,-24.88
48,"Luxe Sports Item 48","55,116",2,1,140,0.71,5947.11,4261.63,-28.34,-28.34
48,"Luxe Sports Item 48","89,95",2,1,140,0.71,5947.11,4054.82,-31.82,-31.82
48,"Luxe Sports Item 48","23,263",2,1,140,0.71,5947.11,3910.43,-34.25,-34.25
48,"Luxe Sports Item 48",215,1,1,140,0.71,5947.11,3716.93,-37.5,-37.5
48,"Luxe Sports Item 48",235,1,1,140,0.71,5947.11,3625.16,-39.04,-39.04
48,"Luxe Sports Item 48","182,261",2,1,140,0.71,5947.11,3603.51,-39.41,-39.41
48,"Luxe Sports Item 48",29,1,1,140,0.71,5947.11,2404.75,-59.56,-59.56
48,"Luxe Sports Item 48",196,1,1,140,0.71,5947.11,2137.2,-64.06,-64.06
48,"Luxe Sports Item 48",37,1,1,140,0.71,5947.11,2020.17,-66.03,-66.03
49,"Crafto Beauty Item 49","89,184,278",3,1,120,0.83,5485.42,27221.15,396.25,396.25
49,"Crafto Beauty Item 49","126,155,204",3,1,120,0.83,5485.42,26679.12,386.36,386.36
49,"Crafto Beauty Item 49","218,232,234",3,1,120,0.83,5485.42,26660.46,386.02,386.02
49,"Crafto Beauty Item 49","172,211,270",3,1,120,0.83,5485.42,25236.69,360.07,360.07
49,"Crafto Beauty Item 49","152,171,296",3,1,120,0.83,5485.42,25040.17,356.49,356.49
49,"Crafto Beauty Item 49","15,153,172",3,1,120,0.83,5485.42,23495.87,328.33,328.33
49,"Crafto Beauty Item 49","87,142,198",3,1,120,0.83,5485.42,22396.15,308.29,308.29
49,"Crafto Beauty Item 49","17,90,201",3,1,120,0.83,5485.42,21416.03,290.42,290.42
49,"Crafto Beauty Item 49","68,178,180",3,1,120,0.83,5485.42,21259.02,287.56,287.56
49,"Crafto Beauty Item 49","31,151,179",3,1,120,0.83,5485.42,21083.87,284.36,284.36
49,"Crafto Beauty Item 49","67,285,300",3,1,120,0.83,5485.42,20069.56,265.87,265.87
49,"Crafto Beauty Item 49","41,173,263",3,1,120,0.83,5485.42,19710.88,259.33,259.33
49,"Crafto Beauty Item 49","199,263,289",3,1,120,0.83,5485.42,19709.92,259.31,259.31
49,"Crafto Beauty Item 49","110,244,264",3,1,120,0.83,5485.42,19579.78,256.94,256.94
49,"Crafto Beauty Item 49","133,234",2,1,120,0.83,5485.42,19517.22,255.8,255.8
49,"Crafto Beauty Item 49","7,124,261",3,1,120,0.83,5485.42,18474.35,236.79,236.79
49,"Crafto Beauty Item 49","68,178,283",3,1,120,0.83,5485.42,18116.03,230.26,230.26
49,"Crafto Beauty Item 49","16,133,182",3,1,120,0.83,5485.42,18072.52,229.46,229.46
49,"Crafto Beauty Item 49","100,184,203",3,1,120,0.83,5485.42,17610.66,221.04,221.04
49,"Crafto Beauty Item 49","24,60",2,1,120,0.83,5485.42,17443.16,217.99,217.99
49,"Crafto Beauty Item 49","221,234",2,1,120,0.83,5485.42,17047.56,210.78,210.78
49,"Crafto Beauty Item 49",289,1,1,120,0.83,5485.42,17004.84,210,210
49,"Crafto Beauty Item 49","37,218,260",3,1,120,0.83,5485.42,16847.39,207.13,207.13
49,"Crafto Beauty Item 49","165,167,169",3,1,120,0.83,5485.42,16742.56,205.22,205.22
49,"Crafto Beauty Item 49","47,96",2,1,120,0.83,5485.42,16192.47,195.19,195.19
49,"Crafto Beauty Item 49","41,276",2,1,120,0.83,5485.42,16122.48,193.92,193.92
49,"Crafto Beauty Item 49","246,260,266",3,1,120,0.83,5485.42,16086.25,193.25,193.25
49,"Crafto Beauty Item 49","54,113,196",3,1,120,0.83,5485.42,15573.04,183.9,183.9
49,"Crafto Beauty Item 49",190,1,1,120,0.83,5485.42,15450.04,181.66,181.66
49,"Crafto Beauty Item 49","21,50,92",3,1,120,0.83,5485.42,15445.42,181.57,181.57
49,"Crafto Beauty Item 49","36,64,280",3,1,120,0.83,5485.42,15311.54,179.13,179.13
49,"Crafto Beauty Item 49",171,1,1,120,0.83,5485.42,15304.87,179.01,179.01
49,"Crafto Beauty Item 49","66,201,227",3,1,120,0.83,5485.42,15258.5,178.16,178.16
